0.000000 4.000000
0.100000 4.000000
0.200000 4.050000
0.300000 4.151000
0.400000 4.305530
0.500000 4.517751
0.600000 4.793639
0.700000 5.141257
0.800000 5.571145
0.900000 6.096837
1.000000 6.735552


0.000000 4.000000
0.010000 4.000000
0.020000 4.000500
0.030000 4.001500
0.040000 4.003001
0.050000 4.005002
0.060000 4.007504
0.070000 4.010509
0.080000 4.014016
0.090000 4.018027
0.100000 4.022544
0.110000 4.027566
0.120000 4.033096
0.130000 4.039136
0.140000 4.045687
0.150000 4.052751
0.160000 4.060330
0.170000 4.068427
0.180000 4.077043
0.190000 4.086182
0.200000 4.095845
0.210000 4.106037
0.220000 4.116760
0.230000 4.128017
0.240000 4.139811
0.250000 4.152147
0.260000 4.165027
0.270000 4.178456
0.280000 4.192438
0.290000 4.206977
0.300000 4.222077
0.310000 4.237743
0.320000 4.253980
0.330000 4.270793
0.340000 4.288187
0.350000 4.306166
0.360000 4.324738
0.370000 4.343907
0.380000 4.363679
0.390000 4.384061
0.400000 4.405059
0.410000 4.426679
0.420000 4.448929
0.430000 4.471814
0.440000 4.495343
0.450000 4.519523
0.460000 4.544361
0.470000 4.569865
0.480000 4.596043
0.490000 4.622904
0.500000 4.650456
0.510000 4.678708
0.520000 4.707670
0.530000 4.737350
0.540000 4.767758
0.550000 4.798904
0.560000 4.830798
0.570000 4.863450
0.580000 4.896872
0.590000 4.931074
0.600000 4.966067
0.610000 5.001863
0.620000 5.038475
0.630000 5.075913
0.640000 5.114191
0.650000 5.153322
0.660000 5.193319
0.670000 5.234195
0.680000 5.275964
0.690000 5.318640
0.700000 5.362239
0.710000 5.406775
0.720000 5.452263
0.730000 5.498719
0.740000 5.546160
0.750000 5.594601
0.760000 5.644061
0.770000 5.694556
0.780000 5.746104
0.790000 5.798723
0.800000 5.852433
0.810000 5.907253
0.820000 5.963202
0.830000 6.020300
0.840000 6.078568
0.850000 6.138028
0.860000 6.198702
0.870000 6.260610
0.880000 6.323778
0.890000 6.388227
0.900000 6.453982
0.910000 6.521068
0.920000 6.589510
0.930000 6.659333
0.940000 6.730565
0.950000 6.803232
0.960000 6.877363
0.970000 6.952986
0.980000 7.030130
0.990000 7.108825
1.000000 7.189102


0.000000 4.000000
0.010000 4.000250
0.020000 4.001000
0.030000 4.002251
0.040000 4.004002
0.050000 4.006254
0.060000 4.009008
0.070000 4.012265
0.080000 4.016026
0.090000 4.020291
0.100000 4.025063
0.110000 4.030342
0.120000 4.036130
0.130000 4.042429
0.140000 4.049241
0.150000 4.056568
0.160000 4.064411
0.170000 4.072775
0.180000 4.081660
0.190000 4.091069
0.200000 4.101007
0.210000 4.111474
0.220000 4.122476
0.230000 4.134015
0.240000 4.146094
0.250000 4.158717
0.260000 4.171889
0.270000 4.185612
0.280000 4.199892
0.290000 4.214733
0.300000 4.230139
0.310000 4.246116
0.320000 4.262667
0.330000 4.279798
0.340000 4.297515
0.350000 4.315823
0.360000 4.334728
0.370000 4.354235
0.380000 4.374351
0.390000 4.395083
0.400000 4.416435
0.410000 4.438416
0.420000 4.461033
0.430000 4.484291
0.440000 4.508200
0.450000 4.532766
0.460000 4.557998
0.470000 4.583903
0.480000 4.610489
0.490000 4.637766
0.500000 4.665742
0.510000 4.694427
0.520000 4.723829
0.530000 4.753958
0.540000 4.784824
0.550000 4.816437
0.560000 4.848808
0.570000 4.881947
0.580000 4.915866
0.590000 4.950575
0.600000 4.986087
0.610000 5.022412
0.620000 5.059564
0.630000 5.097555
0.640000 5.136398
0.650000 5.176106
0.660000 5.216692
0.670000 5.258171
0.680000 5.300556
0.690000 5.343863
0.700000 5.388107
0.710000 5.433302
0.720000 5.479465
0.730000 5.526612
0.740000 5.574759
0.750000 5.623924
0.760000 5.674124
0.770000 5.725377
0.780000 5.777701
0.790000 5.831115
0.800000 5.885639
0.810000 5.941292
0.820000 5.998095
0.830000 6.056068
0.840000 6.115233
0.850000 6.175611
0.860000 6.237225
0.870000 6.300099
0.880000 6.364255
0.890000 6.429718
0.900000 6.496513
0.910000 6.564664
0.920000 6.634198
0.930000 6.705142
0.940000 6.777523
0.950000 6.851369
0.960000 6.926709
0.970000 7.003572
0.980000 7.081988
0.990000 7.161989
1.000000 7.243606
