Contador	Resultado medio	Desviación	Tiempo	Tiempo Sys	N. Ejecuciones

PAPI_L1_DCM	80941816,000000	22521,074219	67,36s	0,39s	5
N. Ejecución	Resultado
1	80914576
2	80945555
3	80959670
4	80917763
5	80971526

PAPI_TOT_CYC	26159433728,000000	10936498,000000	66,27s	0,37s	5
N. Ejecución	Resultado
1	26151770480
2	26180193782
3	26158018240
4	26157966102
5	26149227248

PAPI_L2_DCM	3548245,250000	73094,812500	66,32s	0,33s	5
N. Ejecución	Resultado
1	3676747
2	3520256
3	3577105
4	3493967
5	3473151

